V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time,Class
-1.27124419171437,2.46267526851135,-2.85139500331783,2.3244800653478,-1.37224488981369,-0.948195686538643,-3.06523436172054,1.16692694787211,-2.26877058844813,-4.88114292689057,2.25514748870463,-4.68638689759229,0.652374668512965,-6.17428834800643,0.594379608016446,-4.84969238709652,-6.53652073527011,-3.11909388163881,1.71549441975915,0.560478075726644,0.652941051330455,0.0819309763507574,-0.221347831198339,-0.523582159233306,0.224228161862968,0.756334522703558,0.632800477330469,0.250187092757197,0.01,57007.0,1
-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,68207.0,1
-2.86636370525907,2.34694943137396,-4.05330668845935,3.98335888025187,-3.46318571327039,-1.28095301603103,-4.47476383461874,1.21665528478137,-2.30982869782019,-5.51550707258062,3.04839203447565,-7.12825076846601,0.0059558009251745,-7.49518733635876,-0.25108802193356,-7.5680148993231,-12.2236328477344,-4.89517519350497,2.52496746940249,0.270013154062001,1.04973156228305,0.475840283409025,0.404480059350581,0.282029789710327,-0.506901095688855,-0.371741093052833,0.615256964379468,0.803162841917988,124.53,75581.0,1
-1.27813773524814,0.716241580332591,-1.14327922918382,0.217804800631468,-1.29389046969973,-1.16895152511977,-2.56418198278833,0.204532467641239,-1.61115462297744,-1.25028553742691,3.36736102310858,-4.58309584545642,-0.806939683730076,-5.20830522179452,0.525823682164556,-1.81591431259746,-5.24911146794949,-2.19669120679566,2.10905264474381,0.817203155491914,0.490182667533974,0.470427403079725,-0.126261344339209,-0.126644458784455,-0.661907559467122,-0.349792996571914,0.454851068382725,0.137843477172283,24.9,43494.0,1
-13.8972058704019,6.34428045616839,-14.2816664432471,5.58100899740718,-12.8871331616131,-3.1461763671985,-15.450467216827,9.06028147442157,-5.48612077680694,-14.6764702497464,5.1483517210937,-10.7495919949504,1.58548896754337,-9.79801207658904,0.733276999106463,-12.675268899047,-20.7406637223494,-8.15366802624724,5.2283417900513,-1.02522792390103,3.05808183846397,0.941180290424241,-0.232710298333368,0.763508019302571,0.0754562386388435,-0.453839571774416,-1.50896825698328,-0.686835738780169,9.99,41313.0,1
-0.674466064578314,1.40810501967799,-1.11062205357093,-1.32836577843066,1.38899603254837,-1.30843906707795,1.88587890268717,-0.614232966299775,0.311652212453101,0.65075700363522,-0.857784661547805,-0.229961445775592,-0.19981700479103,0.266371326329879,-0.0465441684754424,-0.741398089749789,-0.605616644106022,-0.39256818789208,-0.162648311024695,0.394321820843914,0.0800842396026648,0.810033595602455,-0.224327230436412,0.707899237446867,-0.13583702273753,0.0451021964988772,0.533837219064273,0.291319252625364,23.0,160760.0,0
-2.82981594327279,-2.76514921229269,2.53779295063997,-1.07458042259191,2.84255889292598,-2.15353644367205,-1.79551885720369,-0.250020372324704,3.07350426338358,-1.00041794567463,1.85084176033081,-1.54977887088034,1.25233673695303,0.963974373307274,-0.481027223791626,-0.14731917203129,-0.209328171581066,1.05889790297841,0.397056508186649,-0.515764693656115,-0.295554564490287,0.109304966698836,-0.81327196874425,0.0429955726118499,-0.0276596849389052,-0.910247054904536,0.110801759066737,-0.511938134872381,11.85,19847.0,0
-3.5764948264458,2.31842150813501,1.30698532958812,3.26366492235553,1.12781840881043,2.86524613735822,1.44412464888046,-0.718921833851611,1.87404570858999,7.39849078334508,2.08114562393643,-0.0641447523642622,0.577555888776233,-2.43020141181235,1.50599327416251,-1.23794088792793,-0.390404663248005,-1.23180425893991,0.0987384558351899,2.03478558572906,-1.06015143656451,0.0168672508446993,-0.132058215693801,-1.48399578398146,-0.296010935476064,0.0628225484481408,0.552411113771332,0.509763550465719,76.07,88326.0,0
2.06038602369961,-0.0153821840535667,-1.08254445528442,0.386018735959187,-0.0243313557043515,-1.07493505306921,0.207792456907117,-0.338140264774688,0.455091384908009,0.0478593568044114,-0.6524967285272,0.750829191563632,0.665602707738606,0.158607895136616,0.0273483568602367,-0.171172944373679,-0.291228494110406,-1.00853077568381,0.0970397391601246,-0.192024402428361,-0.281683944533933,-0.639425770212503,0.33181821103643,-0.0675835618561429,-0.283675034534055,0.203528627422195,-0.0636213125295059,-0.0600770704321883,0.99,141734.0,0
1.20996468554511,1.38430342323226,-1.34353100599909,1.76363610041007,0.662351458967687,-2.11338359103366,0.854039020246687,-0.475963479097682,-0.629658040804083,-1.57965414333189,1.46257273298626,0.208823425520634,0.734537254584867,-3.53862482184019,0.926076313160626,0.835029481838533,2.84593713813846,1.04094749392959,-1.04526278617555,0.0090831301297973,-0.164014955157219,-0.328293910163019,-0.154631256136919,0.619449278998262,0.818998197707171,-0.330525291168213,0.0468835486041235,0.104526723913722,1.5,38741.0,0
-0.345588490593883,1.07032846248933,-0.652790468621253,-0.492207094151334,0.749481590445326,-0.949391186684146,0.752519823911826,0.0790953111790632,0.0612689883430686,-0.720452981061408,-0.759578566038094,-0.221885156833735,-0.320509196588359,-0.868272377846938,-0.193900760946226,0.367946253313217,0.460216687594694,-0.17901162269159,-0.236399137175352,-0.0521756013439961,-0.335296186376867,-0.843460250198755,0.187468848224455,0.618295216375472,-0.438011591707577,0.0734629149810957,-0.196699978717074,-0.211518292731342,8.99,151934.0,0
-0.864273061334064,0.361411723947719,-0.346667464300711,-1.93822744166095,-1.06583891320626,-1.0562020538571,-0.0935903126370582,0.0956473292047497,-2.78253093921846,1.24698082131075,-0.944344999464502,-0.951620426493515,0.723908501308132,0.265946478826203,0.330832666301772,-1.03260616243549,1.04378048946347,-0.222060334336493,0.884583697530703,-0.538946017036941,-0.173419508674993,-0.162751126664795,0.119505378299748,-0.0336468611423023,-0.488659620539679,-0.234981884004753,-0.578365053235722,-0.225400343414771,52.0,159122.0,0
-1.67900001322684,0.0047237895220157,2.09310011086487,-0.209994295861917,1.11212332703426,-1.25406041252964,0.19384609263207,-0.0108595068055654,-0.56836143232749,-0.671676045300681,0.187415265298558,0.585710171352432,0.673995434578281,0.02247982075214,0.705223616700546,0.0152754679622904,-0.258772249495751,-1.06968038089264,-1.03258778077936,-0.0456572568850009,-0.123806080665791,-0.540965793575783,-0.0566410124674699,0.409962872153622,0.137481852633072,0.0131125827063348,-0.143777659794382,0.18456533531556,3.59,41656.0,0
-0.806445109215778,0.865983033911859,1.1058978963767,1.38395711061554,-0.0181096506759159,0.140881855767365,0.124651390356282,0.603671690140999,-0.853073793202424,-0.336417751500108,1.12927017797076,1.25416345714198,0.112649535358839,0.534606975006187,-0.601421237047446,-0.961351613524528,0.593230431486367,-0.227612218123273,0.93207779829651,-0.0012839172222508,0.173074168949448,0.494319395072808,-0.0029719567279695,0.258954774217262,-0.367383611256651,-0.308235577659209,0.0835896824074857,0.059611648520242,27.92,52202.0,0
1.16964645715763,-0.82392350729076,0.467031398499679,-0.840968282628155,-0.850687772153643,0.0621386199828532,-0.70509665520298,0.0940035261239857,-1.02070179781274,0.67604234695528,1.52229633657587,0.413357411104551,0.752993665017979,-0.112641553365475,0.432857142019962,1.30117774857474,0.0485071192170804,-1.32414253356045,0.546796240886531,0.275094447104079,0.10708427411147,0.0307345472423294,-0.0050308341919598,-0.291176166522892,0.17115567900674,-0.390047696494084,0.017274377864848,0.0237285898054645,95.25,52081.0,0
